player.name,player.id,team.abbreviation,period
Marvin Williams,101107,UTA,1
Paul Millsap,200794,UTA,1
Al Jefferson,2744,UTA,1
Gordon Hayward,202330,UTA,1
Mo Williams,2590,UTA,1
Danilo Gallinari,201568,DEN,1
Kenneth Faried,202702,DEN,1
Kosta Koufos,201585,DEN,1
Andre Iguodala,2738,DEN,1
Ty Lawson,201951,DEN,1
Derrick Favors,202324,UTA,2
Randy Foye,200751,UTA,2
Enes Kanter,202683,UTA,2
Jamaal Tinsley,2224,UTA,2
Alec Burks,202692,UTA,2
Andre Iguodala,2738,DEN,2
JaVale McGee,201580,DEN,2
Corey Brewer,201147,DEN,2
Timofey Mozgov,202389,DEN,2
Andre Miller,1889,DEN,2
Marvin Williams,101107,UTA,3
Paul Millsap,200794,UTA,3
Al Jefferson,2744,UTA,3
Gordon Hayward,202330,UTA,3
Mo Williams,2590,UTA,3
Danilo Gallinari,201568,DEN,3
Kenneth Faried,202702,DEN,3
Kosta Koufos,201585,DEN,3
Andre Iguodala,2738,DEN,3
Ty Lawson,201951,DEN,3
Derrick Favors,202324,UTA,4
Randy Foye,200751,UTA,4
Enes Kanter,202683,UTA,4
Jamaal Tinsley,2224,UTA,4
Alec Burks,202692,UTA,4
JaVale McGee,201580,DEN,4
Corey Brewer,201147,DEN,4
Timofey Mozgov,202389,DEN,4
Andre Miller,1889,DEN,4
Evan Fournier,203095,DEN,4
