player.name,player.id,team.abbreviation,period
Luol Deng,2736,MIA,1
Chris Bosh,2547,MIA,1
Hassan Whiteside,202355,MIA,1
Dwyane Wade,2548,MIA,1
Goran Dragic,201609,MIA,1
Joe Johnson,2207,BKN,1
Thaddeus Young,201152,BKN,1
Brook Lopez,201572,BKN,1
Bojan Bogdanovic,202711,BKN,1
Jarrett Jack,101127,BKN,1
Chris Bosh,2547,MIA,2
Justise Winslow,1626159,MIA,2
Gerald Green,101123,MIA,2
Tyler Johnson,204020,MIA,2
Udonis Haslem,2617,MIA,2
Joe Johnson,2207,BKN,2
Bojan Bogdanovic,202711,BKN,2
Wayne Ellington,201961,BKN,2
Andrea Bargnani,200745,BKN,2
Donald Sloan,202388,BKN,2
Luol Deng,2736,MIA,3
Chris Bosh,2547,MIA,3
Hassan Whiteside,202355,MIA,3
Dwyane Wade,2548,MIA,3
Goran Dragic,201609,MIA,3
Joe Johnson,2207,BKN,3
Thaddeus Young,201152,BKN,3
Brook Lopez,201572,BKN,3
Bojan Bogdanovic,202711,BKN,3
Jarrett Jack,101127,BKN,3
Chris Bosh,2547,MIA,4
Justise Winslow,1626159,MIA,4
Gerald Green,101123,MIA,4
Udonis Haslem,2617,MIA,4
Beno Udrih,2757,MIA,4
Bojan Bogdanovic,202711,BKN,4
Wayne Ellington,201961,BKN,4
Andrea Bargnani,200745,BKN,4
Donald Sloan,202388,BKN,4
Willie Reed,203186,BKN,4
