eventorder,eventnum,eventmsgtype,eventmsgactiontype,period,pctimestring,time.elapsed,is.end.of.possession,possession.end,possession.id,homedescription,visitordescription,score,scoremargin,player.1.id,neutraldescription,is.made.shot,is.missed.shot,is.free.throw,is.rebound,is.turnover,is.foul,is.violation,is.substitution,is.timeout,is.jump.ball,is.ejection,is.start.of.period,is.end.of.period,is.miss,is.shooting.foul,is.away.from.play.foul,is.inbound.foul,is.loose.ball.foul,is.team.rebound,is.defensive.rebound,is.missed.free.throw,is.1.of.1,is.2.of.2,is.3.of.3,is.technical,is.last.multi.free.throw,is.last.free.throw,is.last.free.throw.made,is.and.1,is.make.and.not.and.1,is.three,is.team.turnover
1,2,12,0,1,12:00:00,0,"",,1,"","",,,0,"","","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","",""
2,4,10,0,1,12:00:00,0,"",,1,Jump Ball Gobert vs. Adams: Tip to Gilgeous-Alexander,"",,,203497,"","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","",""
3,7,5,4,1,11:39:00,21,TRUE,turnover,1,"",Gallinari Traveling Turnover (P1.T1),,,201568,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
4,8,2,98,1,11:29:00,31,"",,2,MISS Gobert 2' Cutting Layup Shot,"",,,203497,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
5,9,4,0,1,11:28:00,32,TRUE,missed.shot,2,"",Adams REBOUND (Off:0 Def:1),,,203500,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
6,10,2,5,1,11:23:00,37,"",,3,"",MISS Adams 2' Layup,,,203500,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
7,11,4,0,1,11:19:00,41,TRUE,missed.shot,3,Gobert REBOUND (Off:0 Def:1),"",,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
8,12,1,6,1,11:17:00,43,TRUE,made.shot,4,O'Neale 2' Driving Layup (2 PTS) (Conley 1 AST),"",0 - 2,2,1626220,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
9,14,5,11,1,10:51:00,69,TRUE,turnover,5,"",Thunder Turnover: Shot Clock (T#2),,,1610612760,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE
10,15,2,1,1,10:41:00,79,"",,6,MISS Conley  3PT Jump Shot,"",,,201144,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",TRUE,""
11,16,4,0,1,10:36:00,84,"",,6,Gobert REBOUND (Off:1 Def:1),"",,,203497,"","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,17,1,107,1,10:36:00,84,TRUE,made.shot,6,Gobert 1' Tip Dunk Shot (2 PTS),"",0 - 4,4,203497,"",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,"",""
13,18,6,2,1,10:16:00,104,"",,7,O'Neale S.FOUL (P1.T1) (K.Fitzgerald),"",,,1626220,"","","","","","",TRUE,"","","","","","","","",TRUE,"","","","","","","","","","","","","","","","",""
14,20,3,11,1,10:16:00,104,"",,7,"",MISS Gilgeous-Alexander Free Throw 1 of 2,,,1628983,"","","",TRUE,"","","","","","","","","","",TRUE,"","","","","","",TRUE,"","","","","","","","","","",""
15,21,4,1,1,10:16:00,104,"",,7,"",Thunder Rebound,,,1610612760,"","","","",TRUE,"","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","","",""
16,22,3,12,1,10:16:00,104,TRUE,last.ft.made,7,"",Gilgeous-Alexander Free Throw 2 of 2 (1 PTS),1 - 4,3,1628983,"","","",TRUE,"","","","","","","","","","","","","","","","","","","",TRUE,"","",TRUE,TRUE,TRUE,"","","",""
17,23,5,1,1,10:07:00,113,TRUE,turnover,8,Conley Bad Pass Turnover (P1.T1),Gallinari STEAL (1 STL),,,201144,"","","","","",TRUE,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
18,25,2,1,1,10:01:00,119,"",,9,"",MISS Gallinari 5' Jump Shot,,,201568,"","",TRUE,"","","","","","","","","","","",TRUE,"","","","","","","","","","","","","","","","","",""
19,26,4,0,1,09:58:00,122,TRUE,missed.shot,9,Bogdanovic REBOUND (Off:0 Def:1),"",,,202711,"","","","",TRUE,"","","","","","","","","","","","","","","",TRUE,"","","","","","","","","","","",""
